"div","lon","lat"
"SKT",127.055,37.561
"KT",127.037637,37.57204545
"KT",127.0380626,37.57258168
"SKT",127.036,37.559
"LGU+",127.0367893,37.56279602
"LGU+",127.0371632,37.5613535
"SKT",127.040795,37.562148
"SKT",127.034908,37.559258
"SKT",127.036409,37.561582
"SKT",127.051302,37.566721
"LGU+",127.033234,37.56704129
"SKT",127.0240384,37.552965
"SKT",127.0435764,37.54791719
"SKT",127.0435988,37.54793137
"SKT",127.0327814,37.56749642
"LGU+",127.032011,37.55928495
"LGU+",127.0576427,37.55408998
"SKT",127.0334426,37.57020778
"LGU+",127.0128455,37.54057981
"LGU+",127.0306868,37.56048003
"SKT",127.021352,37.54885
"SKT",127.022144,37.548313
"SKT",127.039,37.57
"SKT",127.041,37.569
"SKT",127.041,37.57
"SKT",127.052,37.563
"SKT",127.054,37.565
"SKT",127.055,37.564
"SKT",127.032,37.561
"SKT",127.034,37.562
"LGU+",127.036386,37.561086
"SKT",127.065,37.561
"SKT",127.066,37.56
"SKT",127.068,37.56
"SKT",127.07,37.56
"SKT",127.0392511,37.56128871
"SKT",127.040786,37.5589472
"SKT",127.0411071,37.5601546
"SKT",127.04,37.56
"LGU+",127.0260008,37.59725875
"LGU+",127.0266475,37.59608813
"LGU+",127.0272121,37.59991173
"LGU+",127.027501,37.5952059
"LGU+",127.031609,37.599835
"LGU+",127.016063,37.607262
"LGU+",127.022969,37.580231
"LGU+",127.053016,37.605251
"LGU+",127.033027,37.605033
"LGU+",126.999098,37.607867
"LGU+",127.004592,37.619922
"LGU+",127.006857,37.620917
"LGU+",127.064337,37.614057
"LGU+",127.014879,37.605113
"LGU+",127.021873,37.608099
"LGU+",127.04302,37.611575
"LGU+",127.04612,37.615845
"LGU+",127.036597,37.598549
"LGU+",127.037368,37.60013
"LGU+",127.013668,37.605798
"LGU+",127.054546,37.607178
"KT",127.023397,37.603111
"KT",127.059042,37.608776
"KT",127.011231,37.604952
"KT",127.011294,37.604561
"KT",127.0247849,37.60885168
"LGU+",127.0494185,37.60627342
"LGU+",127.0582512,37.60670637
"LGU+",127.0375246,37.60895329
"LGU+",127.056069,37.61283685
"LGU+",127.0570353,37.61532447
"LGU+",127.0013014,37.61123424
"LGU+",127.022098,37.602968
"LGU+",127.0159041,37.5919183
"LGU+",127.0160741,37.59177413
"LGU+",127.015251,37.591711
"LGU+",127.016049,37.591769
"LGU+",127.06,37.609
"LGU+",127.062017,37.609706
"LGU+",127.050841,37.612501
"LGU+",127.051118,37.611667
"LGU+",127.051406,37.610685
"LGU+",127.008,37.609
"LGU+",127.0179354,37.5916651
"LGU+",127.0184805,37.59083781
"SKT",127.0293131,37.58805811
"KT",127.1025195,37.50243116
"KT",127.097798,37.508649
"KT",127.097851,37.509086
"KT",127.098149,37.509059
"KT",127.098175,37.507013
"KT",127.098676,37.509437
"LGU+",127.1011354,37.51025286
"LGU+",127.1016565,37.51052657
"LGU+",127.1026546,37.50836588
"LGU+",127.1034304,37.5100244
"LGU+",127.10681,37.51314259
"LGU+",127.1070278,37.51157616
"KT",127.099319,37.512288
"LGU+",127.1052562,37.49860138
"LGU+",127.1433025,37.49695712
"LGU+",127.1468551,37.49354019
"LGU+",127.1239644,37.51098917
"KT",127.1220857,37.5380847
"LGU+",127.092619,37.50272302
"LGU+",127.1114963,37.4898185
"LGU+",127.109732,37.50597718
"KT",127.107001,37.514199
"KT",127.098119,37.512519
"KT",127.098987,37.514316
"KT",127.099513,37.514627
"KT",127.099632,37.513861
"LGU+",127.1065478,37.51459126
"KT",127.1426736,37.48976694
"KT",127.1272744,37.47764278
"KT",127.1069092,37.49556058
"KT",127.1556569,37.4917589
"KT",127.1158696,37.53601461
"KT",127.0950257,37.49924661
"KT",127.1418439,37.49828561
"LGU+",127.1552466,37.49398582
"KT",127.0828205,37.51065239
"KT",127.1138228,37.52779271
"LGU+",127.111,37.493
"KT",127.150397,37.497583
"KT",127.150952,37.498191
"KT",127.114644,37.511458
"KT",127.115169,37.511259
"KT",127.115514,37.510997
"KT",127.116131,37.510753
"KT",127.116763,37.510636
"KT",127.117583,37.510306
"LGU+",127.0845525,37.50903684
"KT",127.106365,37.500109
"KT",127.117524,37.538039
"KT",127.119091,37.537767
"KT",127.120131,37.537478
"KT",127.121421,37.537314
"LGU+",127.109732,37.50597718
"LGU+",127.0828188,37.51079621
"LGU+",127.0885274,37.51189236
"LGU+",127.0834499,37.50645108
"SKT",126.8684136,37.50817955
"SKT",126.828865,37.532037
"SKT",126.83887546,37.51113083
"SKT",126.835608,37.532177
"SKT",126.864827,37.533461
"SKT",126.8795189,37.5463933
"SKT",126.85824,37.511447
"SKT",126.86444778,37.54170689
"SKT",126.842765,37.520911
"SKT",126.830342,37.527259
"SKT",126.875936,37.521509
"SKT",126.842759,37.524087
"LGU+",126.874,37.506
"SKT",126.87866839,37.51750435
"SKT",126.858325,37.526386
"SKT",126.8310045,37.52274455
"SKT",126.861796,37.527444
"SKT",126.8731341,37.5274026
"SKT",126.85127448,37.52750569
"SKT",126.86842174,37.53717485
"SKT",126.854897,37.526652
"SKT",126.86562453,37.54928743
"SKT",126.862468,37.528544
"KT",126.8728511,37.52433684
"SKT",126.8673307,37.53929504
"KT",126.8470353,37.52150907
"KT",126.8350864,37.51985407
"SKT",126.8254256,37.53521081
"KT",126.8657432,37.50583634
"KT",126.8643466,37.516349
"KT",126.8632368,37.51643152
"KT",126.827542,37.539544
"KT",126.831365,37.539651
"KT",126.830554,37.541201
"KT",126.8699355,37.51999084
"SKT",126.842648,37.517586
"SKT",126.87555362,37.51996085
"LGU+",126.8617621,37.52740768
"SKT",126.8607557,37.52827319
"LGU+",126.897,37.499
"LGU+",126.9010314,37.54332635
"LGU+",126.9017901,37.54240322
"LGU+",126.905,37.502
"LGU+",126.888,37.524
"LGU+",126.9219774,37.5340645
"LGU+",126.9276937,37.53085464
"LGU+",126.9336905,37.52629298
"KT",126.9347336,37.52723724
"LGU+",126.9356973,37.52474217
"LGU+",126.928858,37.530202
"LGU+",126.933568,37.526425
"LGU+",126.91,37.514
"LGU+",126.91,37.515
"LGU+",126.911,37.515
"LGU+",126.911,37.516
"LGU+",126.912,37.516
"LGU+",126.899209,37.498479
"LGU+",126.899922,37.498105
"LGU+",126.904207,37.521134
"LGU+",126.906736,37.516289
"LGU+",126.907651,37.516983
"LGU+",126.8950813,37.48695617
"SKT",126.8959851,37.50948527
"SKT",126.899527,37.51709596
"SKT",126.9214228,37.51109746
"SKT",126.9077413,37.50730785
"SKT",126.9098401,37.49939549
"SKT",126.9214645,37.50638838
"LGU+",126.8957881,37.53773354
"SKT",126.9106932,37.520399
"KT",126.917013,37.5134375
"SKT",126.9093342,37.51467164
"KT",126.937608,37.519191
"KT",126.900438,37.534802
"KT",126.9058246,37.49554911
"KT",126.9129047,37.52082322
"LGU+",126.898304,37.490337
"LGU+",126.900089,37.491677
"LGU+",126.917392,37.510409
"LGU+",126.907721,37.519993
"LGU+",126.908145,37.519781
"LGU+",126.908145,37.520452
"LGU+",126.908432,37.520989
"LGU+",126.908556,37.521552
"LGU+",126.899681,37.518405
"LGU+",126.906453,37.51612965
"LGU+",126.9070214,37.51626121
"LGU+",126.906121,37.516091
"LGU+",126.902887,37.518431
"KT",126.975,37.522
"KT",126.994,37.524
"KT",126.975,37.535
"KT",126.966,37.544
"SKT",126.953138,37.5299971
"SKT",126.954614,37.531191
"KT",126.989,37.544
"KT",126.989,37.543
"SKT",126.952027,37.533641
"KT",126.979,37.519
"LGU+",126.9690378,37.5170466
"LGU+",126.9706895,37.51785397
"KT",126.99,37.538
"LGU+",126.9615192,37.5462935
"LGU+",126.9618633,37.54671317
"LGU+",126.962334,37.54490579
"LGU+",126.962713,37.54508213
"LGU+",126.9950655,37.5350073
"LGU+",126.9950689,37.5350154
"LGU+",126.963844,37.53353801
"LGU+",126.9721037,37.5542309
"LGU+",126.972117,37.5542671
"LGU+",126.972368,37.553389
"LGU+",126.9642706,37.5327452
"LGU+",126.985028,37.544854
"LGU+",126.9732846,37.52138976
"KT",126.972275,37.543928
"KT",126.972558,37.543212
"KT",126.992306,37.524717
"KT",126.953493,37.532173
"LGU+",126.9615514,37.54712677
"LGU+",127.0108154,37.53558352
"LGU+",126.9616932,37.54744397
"KT",126.9911268,37.52050902
"LGU+",126.9715115,37.54791706
"LGU+",126.9614241,37.54164032
"LGU+",126.9774887,37.55342886
"LGU+",126.963632,37.551381
"LGU+",127.0002998,37.52719208
"LGU+",126.959447,37.536897
"LGU+",126.959566,37.537293
"LGU+",126.960296,37.536266
"LGU+",126.960448,37.53755
"LGU+",126.974552,37.521196
"LGU+",126.975429,37.520922
"KT",126.975,37.52
"KT",126.991,37.534
"LGU+",126.976126,37.550569
"LGU+",126.977207,37.550263
"KT",126.996,37.532
"LGU+",126.972122,37.543806
"SKT",126.966655,37.54406095
"SKT",126.9669765,37.54480004
"SKT",126.9669915,37.54490137
"SKT",126.9689675,37.54477079
"LGU+",126.9677669,37.53040431
"LGU+",126.995365,37.535152
"LGU+",126.9911297,37.53441981
"LGU+",126.9941982,37.53304449
"LGU+",126.9949135,37.53443672
"LGU+",127.0002373,37.5363282
"LGU+",127.0002643,37.5363535
"LGU+",126.989776,37.534368
"LGU+",126.993448,37.534304
"LGU+",126.994446,37.532141
"LGU+",126.994931,37.534467
"LGU+",126.995065,37.535021
"LGU+",126.995731,37.533474
"LGU+",126.9957796,37.5335105
"KT",126.997,37.53
"LGU+",126.916615,37.623847
"LGU+",126.909001,37.616756
"LGU+",126.9089537,37.6169769
"LGU+",126.915979,37.61464402
"SKT",126.9269117,37.60380997
"SKT",126.9197021,37.6152156
"SKT",126.9203845,37.61881937
"LGU+",126.9184638,37.6252066
"SKT",126.9261649,37.59442893
"LGU+",126.9116324,37.58687123
"SKT",126.9408808,37.6116127
"LGU+",126.9311687,37.61629977
"LGU+",126.915706,37.62139199
"LGU+",126.907,37.583
"SKT",126.9117933,37.59593259
"SKT",126.9187133,37.60113548
"LGU+",126.913909,37.60679225
"LGU+",126.917,37.604
"SKT",126.9229632,37.60585565
"LGU+",126.9229643,37.58652542
"LGU+",126.9132541,37.61748516
"LGU+",126.9171449,37.59530731
"SKT",126.9192903,37.59775907
"LGU+",126.9189536,37.63690986
"SKT",126.9071557,37.58262054
"LGU+",126.927113,37.603667
"KT",126.918969,37.636737
"KT",126.918761,37.635818
"KT",126.945136,37.657952
"KT",126.932576,37.609574
"KT",126.914164,37.612727
"KT",126.920184,37.618137
"KT",126.919983,37.617867
"KT",126.917802,37.610788
"KT",126.923216,37.631714
"KT",126.922531,37.631417
"KT",126.931634,37.632452
"KT",126.931079,37.631695
"KT",126.935661,37.638443
"SKT",126.9127844,37.60974737
"SKT",126.9317909,37.60272271
"SKT",126.9071122,37.60532144
"SKT",126.9075574,37.60520196
"SKT",126.8993366,37.58507204
"LGU+",126.917331,37.587201
"LGU+",126.917985,37.588715
"LGU+",126.926655,37.608754
"LGU+",126.917,37.588
"LGU+",126.916,37.613
"LGU+",126.9225935,37.61924577
"LGU+",126.920289,37.593514
"LGU+",126.905465,37.582439
"LGU+",126.905,37.582
"SKT",126.9050315,37.58147594
"SKT",126.9313154,37.61060129
"LGU+",126.915,37.604
"SKT",126.9181543,37.6055351
"SKT",126.9187504,37.60151272
"LGU+",126.915,37.602
"SKT",126.9178798,37.61948395
"SKT",126.9182111,37.61796446
"SKT",126.9183157,37.61790494
"SKT",126.9195879,37.61962846
"SKT",126.9196102,37.61977121
"SKT",126.9214257,37.61756139
"SKT",126.9214633,37.61744848
"KT",126.9793302,37.5732304
"SKT",126.9687299,37.57617786
"LGU+",126.9940336,37.57122272
"LGU+",126.994033,37.571299
"KT",126.9774918,37.5692777
"KT",126.9779495,37.5694149
"KT",126.9812009,37.56908641
"KT",126.985,37.579
"KT",126.9791945,37.5693339
"KT",126.9844331,37.56881499
"KT",126.9858402,37.5685536
"KT",126.9923682,37.56834495
"KT",126.9941282,37.5686994
"KT",126.994504,37.5687262
"KT",126.9953868,37.5687931
"KT",126.9979267,37.56887202
"LGU+",126.9680439,37.57141594
"LGU+",126.9706505,37.5701639
"LGU+",126.9706743,37.5701532
"KT",126.9848015,37.58003914
"KT",126.9619688,37.57192549
"KT",126.9582678,37.57601701
"KT",126.9640972,37.59246476
"KT",126.9687771,37.57602206
"KT",126.9817453,37.58491489
"KT",127.0156501,37.57780867
"KT",127.0200058,37.57490546
"KT",126.9889753,37.57070845
"LGU+",127.010872,37.57447846
"LGU+",127.0151019,37.57793488
"KT",126.9683754,37.60640521
"LGU+",126.9764397,37.5720401
"LGU+",126.9764397,37.5720447
"KT",126.976504,37.573662
"KT",126.976532,37.572455
"KT",126.976532,37.572666
"KT",126.977336,37.572392
"KT",126.977359,37.571977
"KT",126.976159,37.570004
"KT",126.994276,37.570366
"KT",127.001298,37.584518
"KT",127.001672,37.584648
"KT",127.001904,37.581089
"KT",127.002272,37.581161
"KT",126.9692773,37.58190208
"KT",127.0060627,37.57668917
"KT",126.971,37.577
"KT",127.007288,37.570898
"KT",126.995,37.57
"KT",127.004996,37.570335
"KT",127.005071,37.570736
"KT",127.012,37.572
"KT",127.006,37.574
"KT",126.969,37.581
"KT",126.984887,37.57164819
"LGU+",127.0015981,37.58336283
"LGU+",127.0021152,37.58179542
"LGU+",127.0013064,37.58368466
"LGU+",127.0019568,37.5796768
"LGU+",127.0023547,37.57998963
"LGU+",127.0027684,37.58032014
"LGU+",127.0033242,37.5808101
"LGU+",127.0033286,37.580821
"LGU+",127.0071547,37.58018175
"LGU+",127.001832,37.579877
"LGU+",127.001941,37.583981
"LGU+",127.002817,37.578791
"LGU+",127.003214,37.578903
"LGU+",127.003265,37.581674
"LGU+",127.012082,37.571781
"LGU+",126.9819281,37.58431744
"LGU+",126.982677,37.58431755
"KT",126.974917,37.5714998
"LGU+",126.9755495,37.5722192
"LGU+",126.975914,37.5722388
"LGU+",126.9788767,37.5753003
"KT",126.982824,37.5719349
"KT",126.9857414,37.5733736
"KT",126.9861998,37.5729186
"LGU+",126.986193,37.5729113
"LGU+",126.9863759,37.5729933
"LGU+",126.9863771,37.5729897
"LGU+",126.986279,37.572789
"KT",126.986845,37.568969
"LGU+",126.9794188,37.5693231
"LGU+",126.9794245,37.5693205
"LGU+",126.9843526,37.5688346
"LGU+",126.9843526,37.56884
"LGU+",126.985847,37.5685455
"LGU+",126.9858504,37.5685536
"KT",127,37.587
"KT",126.985,37.572
"KT",126.9975829,37.56375641
"SKT",127.024576,37.562287
"KT",126.968535,37.560669
"KT",126.966302,37.556753
"LGU+",126.981789,37.554395
"KT",126.9774677,37.5691604
"KT",126.9797757,37.5688146
"KT",126.9803353,37.5687783
"KT",126.9930189,37.55887188
"KT",126.9931806,37.55955833
"KT",126.9932285,37.55928668
"KT",126.9933064,37.55926749
"LGU+",126.9768087,37.56471357
"KT",127.009,37.569
"KT",127.009,37.568
"KT",127.008,37.567
"KT",126.9981212,37.5686668
"KT",126.9981347,37.5686759
"KT",126.9826122,37.56876587
"KT",126.9827615,37.56886124
"KT",126.9829093,37.568932
"KT",126.989269,37.5678979
"KT",126.9897454,37.5679369
"KT",126.9903588,37.5679909
"KT",126.9905832,37.56799439
"KT",126.9948814,37.5683357
"KT",126.9953421,37.56854058
"KT",127.0097298,37.56969169
"KT",127.0190115,37.57101362
"LGU+",126.9788112,37.5651869
"KT",126.9789152,37.5653748
"LGU+",126.9789437,37.56539219
"KT",126.9790902,37.5657857
"KT",126.9791104,37.5658038
"LGU+",126.9788149,37.5651463
"LGU+",126.9792609,37.5661398
"LGU+",126.9719406,37.55657245
"KT",126.9906136,37.56753439
"LGU+",127.0126058,37.55196171
"KT",126.978154,37.561215
"KT",126.978749,37.561048
"KT",127.008374,37.566654
"KT",127.008425,37.567361
"KT",126.972741,37.555452
"KT",127.0095936,37.55440099
"KT",127.0093653,37.55250216
"LGU+",127.0229002,37.56517058
"KT",127.013359,37.55228779
"KT",127.0037023,37.56283916
"KT",127.0228584,37.5651787
"KT",126.9662273,37.55936916
"KT",127.0130654,37.5577161
"KT",127.0143331,37.55659985
"LGU+",126.9758927,37.55961211
"LGU+",126.9770791,37.55785106
"LGU+",126.9772804,37.56073043
"LGU+",126.9781742,37.56094515
"LGU+",126.9786759,37.56044104
"LGU+",126.9803033,37.56125542
"SKT",127.011,37.569
"KT",127.0061838,37.56870634
"KT",127.007,37.568
"KT",127.000174,37.568506
"KT",126.979,37.56
"KT",126.9790639,37.56021817
"KT",127.018216,37.565689
"KT",127.001,37.565
"KT",127.0002309,37.56576521
"KT",127.011,37.553
"KT",127.012,37.568
"KT",127.0119996,37.56820134
"KT",126.98,37.561
"KT",126.9799884,37.56085488
"KT",127.011,37.569
"KT",127.000361,37.564433
"KT",127.008,37.569
"LGU+",127.0077653,37.5679093
"LGU+",127.0099529,37.5694849
"LGU+",127.0106106,37.56854383
"LGU+",127.0120719,37.56790894
"LGU+",126.9823526,37.56373776
"SKT",126.983266,37.56364165
"SKT",126.9834082,37.56362348
"LGU+",126.9834382,37.56346377
"LGU+",126.9843078,37.5644863
"LGU+",126.9843203,37.5644891
"LGU+",126.9846442,37.5638208
"LGU+",126.9846499,37.5638181
"LGU+",126.9849145,37.5638599
"LGU+",126.9849642,37.5638808
"SKT",126.9850553,37.5638621
"SKT",126.9851601,37.56389787
"LGU+",126.9852368,37.5639262
"LGU+",126.9852481,37.5639262
"SKT",126.985325,37.56287281
"SKT",126.9853774,37.5628016
"LGU+",126.984277,37.561883
"LGU+",126.984554,37.564915
"LGU+",126.985019,37.560986
"LGU+",126.985081,37.563748
"LGU+",127.014899,37.562902
"KT",127.01431,37.56218
"LGU+",127.0151779,37.5634679
"KT",126.998,37.564
"KT",126.9793917,37.5688246
"KT",126.9825764,37.5689251
"SKT",126.9892562,37.56796929
"SKT",126.9893372,37.56796918
"SKT",126.9920655,37.568147
"SKT",126.9922003,37.56815922
"SKT",126.9840466,37.56137795
"SKT",126.9841664,37.56138393
"SKT",126.9848551,37.56146745
"SKT",126.98493,37.56148534
"SKT",127.087,37.6
"SKT",127.099,37.606
"LGU+",127.0927988,37.60652433
"SKT",127.076,37.603
"SKT",127.087,37.584
"LGU+",127.0871019,37.5886267
"SKT",127.075,37.604
"LGU+",127.091516,37.60653564
"LGU+",127.0902517,37.57386513
"LGU+",127.0905398,37.57437506
"LGU+",127.0914344,37.5730692
"LGU+",127.108693,37.6055122
"LGU+",127.1092657,37.6062505
"LGU+",127.1101475,37.60483127
"LGU+",127.1127577,37.60701005
"SKT",127.079,37.59
"SKT",127.086,37.575
"SKT",127.08,37.586
"LGU+",127.0988262,37.59554898
"LGU+",127.0790494,37.58974438
"LGU+",127.099999,37.60126478
"LGU+",127.0952048,37.58697136
"LGU+",127.0852793,37.57413844
"LGU+",127.0957118,37.57932017
"SKT",127.0860053,37.57324458
"LGU+",127.0949855,37.61617759
"KT",127.0960064,37.60442471
"LGU+",127.0960486,37.60440351
"LGU+",127.091,37.59
"LGU+",127.092,37.59
"LGU+",127.084541,37.577338
"LGU+",127.084858,37.577743
"LGU+",127.085561,37.578657
"LGU+",127.086,37.58
"LGU+",127.097768,37.598132
"LGU+",127.0979213,37.5976703
"LGU+",127.098333,37.597248
"LGU+",127.0984613,37.5970971
"LGU+",127.099046,37.596563
